"ID","ITEM","CREATED"
624,98,2020-03-17
624,155,2018-12-23
624,139,2016-12-01
624,148,2018-11-19
624,101,2018-02-15
624,68,2017-04-29
624,70,2019-12-25
624,94,2017-07-09
624,196,2018-08-27
626,17,2018-04-28
626,200,2019-12-12
626,139,2018-10-31
626,152,2019-10-15
626,178,2019-05-13
626,151,2019-03-28
626,176,2018-07-01
626,114,2018-12-11
626,170,2019-11-28
626,39,2019-09-19
627,91,2019-02-02
627,153,2019-06-26
627,81,2017-06-30
627,173,2020-04-18
627,167,2019-07-23
629,43,2019-10-19
629,126,2018-12-20
629,189,2017-01-15
629,100,2017-10-29
629,163,2019-10-05
629,9,2017-11-27
630,157,2019-07-03
630,94,2019-04-16
630,122,2017-05-11
630,60,2018-11-23
630,105,2016-10-01
630,75,2018-04-13
630,23,2020-01-19
631,86,2019-10-31
631,180,2018-07-11
631,32,2018-09-03
631,142,2018-12-13
631,54,2017-09-24
631,4,2017-08-21
631,146,2017-08-31
631,152,2018-08-21
631,3,2017-05-15
631,149,2019-01-10
631,125,2019-08-19
632,87,2018-11-07
632,97,2019-09-18
632,110,2018-09-19
632,143,2019-09-18
632,178,2019-06-09
632,178,2018-04-04
632,170,2019-07-21
632,43,2018-06-09
632,22,2019-01-29
632,135,2017-07-01
632,92,2016-09-04
632,149,2019-08-02
632,74,2017-07-13
632,114,2018-05-18
632,102,2019-05-07
632,64,2017-07-16
632,198,2018-09-30
632,135,2019-03-07
634,110,2018-04-09
634,101,2018-06-19
634,135,2017-03-27
634,69,2016-09-17
634,55,2019-04-22
635,122,2018-03-07
635,94,2019-10-16
635,100,2017-09-24
636,109,2017-07-02
637,195,2020-02-24
637,147,2017-10-21
637,44,2017-04-14
637,126,2019-03-05
637,19,2018-09-02
638,172,2018-03-13
638,145,2019-11-27
638,74,2018-06-28
638,181,2019-02-20
638,151,2020-03-20
638,63,2018-07-31
638,50,2019-08-20
638,20,2018-07-29
638,173,2017-10-02
641,120,2018-05-24
641,135,2019-03-10
641,43,2020-04-02
641,80,2019-11-03
641,122,2018-12-26
641,58,2019-07-26
641,194,2016-07-12
641,150,2018-10-29
641,126,2016-11-09
641,135,2017-09-12
641,55,2018-10-15
641,71,2019-08-03
642,135,2019-08-19
642,82,2019-01-23
642,134,2018-11-10
642,130,2018-06-02
642,120,2020-03-05
642,4,2020-02-16
642,185,2020-01-22
642,71,2018-10-29
642,26,2018-04-28
642,185,2018-03-26
642,153,2019-11-07
642,2,2018-08-03
642,24,2019-03-17
642,171,2019-01-24
642,170,2018-11-19
642,151,2019-05-22
642,6,2017-06-08
642,180,2019-05-01
643,26,2018-04-10
643,94,2020-01-16
643,172,2018-12-05
643,74,2017-08-29
643,121,2018-02-04
643,119,2019-06-18
643,138,2017-03-14
643,68,2017-04-14
643,96,2019-11-02
643,74,2017-09-29
643,148,2018-11-28
643,76,2019-06-09
643,37,2018-05-31
644,43,2018-06-23
644,33,2018-08-10
644,32,2017-11-18
644,187,2018-06-22
644,155,2019-02-19
644,196,2017-08-16
644,188,2019-02-11
644,52,2018-11-03
644,7,2019-01-28
644,78,2019-01-05
644,158,2020-01-20
644,69,2019-02-05
644,171,2019-06-27
644,151,2019-04-19
644,165,2019-07-03
644,146,2019-10-22
644,124,2019-02-12
644,160,2018-09-09
644,170,2019-05-12
644,139,2018-05-30
644,109,2019-12-04
644,191,2018-05-23
644,169,2018-12-07
644,25,2019-09-07
644,145,2019-11-08
644,1,2018-09-28
644,174,2018-10-21
644,165,2019-10-19
644,108,2019-02-26
644,147,2020-02-23
644,101,2017-10-25
644,43,2017-05-07
644,44,2020-04-10
646,14,2019-05-12
646,173,2017-08-01
646,74,2019-09-23
646,51,2016-11-05
646,29,2020-02-08
646,103,2019-04-14
646,79,2018-02-28
646,61,2018-04-21
646,18,2019-04-24
646,137,2019-04-13
646,165,2018-05-20
646,181,2018-11-26
646,48,2019-09-10
646,78,2020-01-12
646,68,2017-09-16
646,190,2019-07-30
646,157,2018-04-07
647,122,2018-10-10
647,38,2018-07-03
647,169,2018-10-07
647,54,2017-01-21
647,183,2018-07-12
647,47,2018-05-21
647,31,2019-07-12
647,9,2019-05-25
647,121,2017-11-13
647,26,2017-06-19
650,151,2019-12-24
650,76,2018-09-21
650,56,2019-05-19
650,84,2019-08-27
650,197,2018-05-07
650,119,2017-12-29
650,80,2017-11-21
650,19,2018-03-03
650,144,2020-02-07
650,33,2017-05-23
650,200,2020-03-06
650,163,2019-09-22
650,166,2020-03-16
650,118,2017-07-27
650,190,2019-11-24
652,135,2019-09-01
652,165,2018-04-22
652,155,2017-03-19
652,56,2018-06-09
652,159,2017-03-11
652,183,2017-01-17
652,9,2018-07-18
652,43,2016-12-25
652,115,2018-08-29
652,80,2016-07-01
652,58,2017-12-19
652,31,2019-12-16
652,111,2019-08-01
652,171,2018-07-13
652,198,2019-01-10
652,33,2017-09-05
652,173,2018-07-12
652,123,2019-05-06
652,80,2018-06-03
652,45,2017-02-20
652,110,2019-12-25
652,194,2017-02-05
652,145,2019-03-15
652,41,2019-07-06
652,23,2019-10-16
652,22,2018-03-22
652,108,2018-09-29
652,77,2019-06-23
653,26,2018-08-23
653,62,2018-03-11
653,50,2020-02-11
653,43,2017-10-22
653,69,2017-02-27
653,104,2018-07-27
653,62,2017-07-30
653,143,2019-11-18
653,128,2018-03-10
653,43,2018-03-18
653,157,2017-02-06
654,49,2017-08-21
654,118,2017-01-28
654,193,2019-03-06
654,55,2018-01-05
654,87,2019-04-06
654,113,2018-11-23
654,31,2019-02-27
654,180,2018-02-21
654,46,2019-07-08
654,175,2020-03-28
654,95,2019-05-24
654,77,2020-01-14
654,103,2019-07-18
654,66,2020-01-05
654,118,2018-09-16
654,132,2018-08-17
655,134,2019-02-16
655,101,2017-11-03
655,66,2018-08-05
655,7,2017-09-08
655,154,2018-12-29
655,179,2019-09-13
655,136,2019-05-22
655,36,2017-01-15
655,163,2017-01-30
655,132,2018-11-08
655,115,2019-07-23
655,66,2018-04-15
655,104,2019-02-10
656,88,2020-01-01
656,30,2017-06-10
656,178,2017-05-14
656,72,2018-08-25
656,171,2019-02-19
657,93,2017-07-14
657,82,2017-12-08
657,120,2017-04-15
657,111,2019-04-01
657,126,2018-09-04
657,124,2018-05-31
657,137,2018-03-02
657,134,2018-05-15
658,192,2019-11-05
658,6,2018-11-15
658,19,2016-12-21
658,71,2018-07-14
658,113,2017-08-05
658,165,2018-09-29
658,86,2019-11-27
658,131,2019-01-19
658,18,2017-05-28
658,17,2018-05-06
658,101,2018-06-27
658,77,2019-07-02
658,192,2017-04-17
658,196,2017-05-12
658,15,2020-03-14
658,102,2018-10-27
658,110,2017-10-25
658,167,2018-12-09
658,131,2019-03-16
658,164,2019-02-07
658,30,2018-08-15
658,50,2020-02-18
658,18,2017-11-23
658,175,2016-10-07
658,185,2016-11-23
659,92,2017-01-22
659,49,2019-08-09
659,151,2019-06-23
659,153,2018-01-06
659,18,2020-03-03
659,61,2020-03-08
659,71,2019-10-14
659,9,2019-08-02
663,113,2018-11-18
663,61,2019-09-01
663,106,2018-02-08
663,108,2019-06-20
663,81,2019-05-11
664,88,2020-02-16
664,20,2019-10-27
664,160,2019-10-18
664,14,2019-03-06
664,95,2018-12-23
664,95,2018-01-10
664,146,2017-09-20
664,40,2018-10-08
664,117,2019-04-04
664,32,2017-11-30
664,12,2018-01-22
664,73,2017-07-28
664,53,2018-02-12
664,61,2018-07-25
664,147,2019-11-26
664,129,2019-06-30
664,163,2016-11-17
664,163,2017-06-03
664,157,2019-10-27
665,181,2019-12-02
665,22,2019-08-22
665,102,2019-12-05
665,134,2019-12-19
665,103,2019-03-23
665,63,2020-01-01
665,59,2020-01-18
665,154,2020-03-14
665,5,2018-08-17
665,127,2017-05-09
665,137,2019-04-23
665,41,2018-10-17
665,89,2019-08-19
665,104,2018-12-20
665,186,2020-03-28
665,21,2016-07-09
665,36,2019-07-07
665,162,2020-03-03
665,129,2020-01-24
665,174,2017-08-03
665,116,2020-02-08
665,6,2019-02-01
665,167,2020-03-06
665,192,2018-04-19
665,179,2016-09-07
665,178,2017-06-22
665,18,2019-12-29
665,106,2018-08-28
666,80,2019-06-10
666,164,2017-11-06
666,50,2019-11-08
666,8,2018-08-19
666,42,2019-06-07
666,62,2019-09-10
666,107,2019-02-24
666,101,2019-05-23
666,178,2017-08-26
667,31,2019-11-10
667,150,2018-10-20
667,168,2018-06-21
667,63,2019-07-20
667,16,2020-01-27
667,112,2016-12-01
667,135,2019-05-15
667,9,2019-03-16
667,192,2016-12-14
667,167,2019-10-20
667,7,2019-09-26
668,73,2019-05-17
668,71,2019-09-22
668,37,2017-10-25
668,59,2019-03-07
668,185,2017-08-15
668,34,2018-08-31
668,167,2017-07-16
668,41,2019-12-09
668,151,2019-10-14
668,198,2017-06-22
668,86,2019-09-18
669,126,2018-02-02
670,67,2020-01-06
670,69,2019-04-14
671,119,2018-11-29
671,150,2019-03-12
671,56,2019-12-08
671,63,2018-10-11
671,139,2019-05-17
671,138,2018-04-30
671,94,2019-09-18
671,180,2018-03-05
671,133,2017-06-09
671,119,2018-05-05
671,12,2018-09-11
671,172,2019-11-10
671,81,2017-05-15
671,64,2017-05-04
671,71,2019-02-21
671,91,2019-11-14
671,189,2017-10-22
671,187,2019-07-08
671,56,2020-01-16
671,126,2017-01-29
671,149,2018-09-28
671,183,2019-01-09
671,97,2018-12-04
671,125,2016-12-22
671,68,2018-10-04
671,35,2017-12-08
671,167,2018-07-02
671,152,2019-10-03
671,53,2020-04-04
671,170,2019-10-25
672,183,2019-10-02
672,26,2019-06-26
672,187,2019-05-27
672,44,2017-03-20
672,146,2019-01-18
672,52,2019-04-24
672,85,2017-01-27
672,92,2016-07-24
672,25,2019-04-16
672,12,2018-06-21
673,152,2018-02-05
673,167,2018-11-01
673,54,2017-08-09
673,44,2018-04-21
673,69,2017-03-26
673,178,2016-10-12
673,70,2020-04-14
673,50,2017-07-29
673,24,2018-11-28
673,113,2019-11-17
673,128,2019-10-10
673,146,2019-12-29
673,59,2018-06-25
673,17,2017-02-01
673,109,2016-09-13
673,95,2020-01-01
674,45,2017-12-12
674,195,2019-04-22
674,25,2019-12-19
674,198,2019-05-03
674,121,2018-07-22
674,134,2018-12-07
674,69,2019-06-03
674,166,2018-03-14
674,106,2019-10-30
676,158,2017-12-17
676,13,2017-03-01
676,177,2019-07-20
676,116,2019-02-24
676,107,2018-01-13
676,186,2019-11-13
676,62,2018-10-31
676,181,2019-01-01
676,144,2018-11-23
677,175,2019-09-09
677,132,2019-05-12
677,58,2018-12-27
677,76,2019-05-11
677,132,2019-09-30
677,165,2018-10-05
677,162,2018-12-06
677,127,2017-12-07
677,64,2017-09-11
678,74,2016-06-20
678,78,2018-01-17
678,139,2018-10-21
678,194,2018-01-28
678,49,2020-02-02
678,98,2018-05-25
678,27,2016-07-23
678,187,2019-12-29
678,51,2016-05-18
678,26,2019-08-30
678,10,2018-07-29
678,56,2018-04-02
678,54,2017-01-03
678,196,2017-03-01
678,99,2018-07-29
678,181,2019-05-10
678,129,2016-05-04
678,134,2018-09-07
678,180,2016-05-27
678,123,2017-09-16
679,80,2018-05-18
679,146,2017-09-02
679,96,2017-04-09
679,21,2018-07-19
679,3,2019-04-05
679,24,2016-10-01
679,137,2016-08-19
679,103,2019-10-01
679,157,2016-11-02
679,34,2017-04-03
679,120,2017-03-31
679,109,2019-08-09
679,85,2019-06-02
679,97,2017-04-23
679,104,2017-04-15
681,38,2018-07-24
681,26,2018-01-19
681,34,2017-08-28
681,164,2020-04-02
681,192,2019-02-15
681,9,2019-04-20
681,104,2020-01-18
681,195,2019-04-24
681,122,2019-06-26
681,199,2019-06-23
681,111,2019-12-18
681,86,2019-05-19
681,25,2019-04-08
681,68,2019-12-01
681,111,2019-03-27
682,111,2019-09-05
682,173,2019-08-05
682,30,2018-05-09
682,198,2017-10-15
682,31,2019-12-18
682,87,2020-04-07
682,34,2019-08-10
682,83,2018-01-14
682,13,2019-11-04
682,146,2019-08-08
682,28,2019-06-09
683,162,2019-12-04
683,53,2018-01-31
683,136,2020-04-13
683,180,2019-12-24
683,168,2017-08-13
683,22,2019-06-24
683,38,2018-09-12
683,167,2018-01-28
683,53,2020-02-22
683,3,2019-05-01
684,147,2018-12-23
684,49,2019-11-14
684,50,2018-12-10
684,190,2019-03-22
684,132,2020-02-25
684,192,2017-10-28
684,113,2018-12-22
684,80,2017-11-22
684,38,2020-01-15
684,5,2019-10-22
684,84,2019-06-14
686,35,2017-11-16
686,182,2018-02-20
686,108,2018-10-24
686,10,2019-03-29
686,184,2017-05-14
686,29,2019-02-10
686,86,2018-06-06
686,57,2018-06-27
686,156,2017-02-20
686,149,2020-01-25
686,100,2018-08-07
686,16,2018-02-19
686,149,2018-04-16
686,174,2019-05-22
686,175,2019-05-15
686,123,2019-08-27
686,56,2018-05-30
686,45,2017-10-19
686,11,2019-06-24
686,23,2018-03-28
686,101,2018-08-17
686,123,2017-11-26
686,13,2018-07-28
686,40,2019-12-17
686,178,2020-04-03
687,9,2020-02-23
687,59,2018-09-27
687,74,2017-04-22
687,37,2020-02-16
687,113,2019-10-10
687,93,2019-12-21
687,170,2019-05-14
687,81,2018-06-08
687,13,2019-08-28
688,2,2018-05-19
688,17,2019-01-29
690,195,2018-05-21
690,51,2018-02-16
690,46,2018-05-04
690,26,2019-07-30
690,68,2018-05-10
691,131,2020-02-29
691,42,2017-07-08
691,115,2019-07-03
691,169,2018-11-25
691,171,2020-01-14
691,79,2019-10-05
691,161,2017-05-09
691,170,2019-01-20
691,118,2016-10-20
691,183,2018-08-10
691,190,2019-05-29
691,87,2020-03-29
691,98,2019-11-08
691,59,2019-08-08
691,145,2019-07-30
691,100,2018-07-07
691,169,2018-12-28
691,120,2019-04-28
691,171,2018-04-25
691,15,2019-01-01
691,169,2019-01-05
692,155,2018-02-14
693,196,2017-04-02
693,34,2018-10-04
693,89,2018-01-21
693,109,2019-11-09
693,71,2018-04-23
693,68,2017-11-26
693,112,2017-03-20
693,165,2018-04-14
694,160,2018-11-01
694,115,2019-11-24
694,139,2019-07-09
694,81,2017-11-22
694,70,2019-03-19
694,151,2017-12-24
694,160,2019-09-09
694,132,2020-03-25
694,97,2019-11-29
694,169,2019-07-14
694,158,2018-03-09
697,129,2019-11-29
697,45,2020-04-15
697,116,2020-03-03
697,84,2018-03-23
697,180,2017-09-01
697,86,2018-05-14
697,118,2019-03-22
697,167,2017-12-03
697,107,2018-12-22
697,39,2019-10-24
697,3,2019-03-15
699,173,2018-03-10
699,129,2017-07-28
699,79,2017-12-31
699,172,2020-04-08
699,129,2020-01-22
699,66,2016-10-01
699,120,2017-06-11
700,42,2017-04-08
700,140,2019-02-15
700,167,2020-01-31
700,29,2019-11-09
700,61,2018-01-03
700,16,2018-04-01
700,24,2019-11-16
700,33,2019-03-24
700,31,2019-09-10
700,115,2019-12-29
700,6,2019-07-20
700,144,2019-06-12
700,197,2020-02-09
700,161,2018-07-01
700,192,2017-03-25
700,114,2020-01-01
700,107,2018-06-20
700,188,2019-05-12
700,44,2017-10-13
700,7,2018-06-21
700,157,2018-08-25
700,171,2018-01-14
702,166,2017-04-11
702,32,2019-03-13
702,149,2019-05-22
702,115,2018-10-27
702,55,2017-09-10
702,59,2018-03-29
702,130,2019-07-25
702,131,2018-12-19
702,117,2017-10-01
702,113,2019-07-12
702,25,2018-01-29
702,110,2017-10-13
702,57,2019-05-31
702,6,2019-05-20
702,145,2018-11-14
702,105,2017-03-20
702,38,2019-08-18
704,107,2018-11-15
704,128,2019-02-28
704,46,2018-06-12
704,58,2019-03-30
704,43,2016-10-10
704,8,2019-03-28
704,14,2020-02-29
704,11,2019-04-17
704,84,2017-11-13
705,75,2017-07-15
705,140,2019-09-11
705,180,2019-07-11
705,185,2018-08-04
705,23,2017-07-19
705,30,2017-07-04
705,32,2019-01-23
706,77,2018-12-26
706,66,2019-01-16
706,197,2018-01-21
706,131,2019-12-07
706,21,2019-09-17
706,183,2019-03-19
706,40,2019-12-01
706,13,2016-10-28
706,188,2017-09-04
706,91,2020-04-17
706,53,2019-01-31
706,81,2019-07-05
706,4,2018-02-02
706,191,2017-12-12
706,89,2018-07-17
706,179,2020-03-05
706,89,2019-06-01
706,136,2017-11-22
706,148,2020-03-20
706,178,2019-01-28
706,13,2016-10-09
706,39,2019-01-29
706,115,2019-05-16
708,173,2017-01-11
708,196,2017-10-06
708,63,2017-05-14
709,128,2018-12-12
709,32,2020-01-16
709,49,2020-01-13
709,98,2019-10-08
709,181,2019-08-18
709,50,2018-09-30
709,131,2018-01-17
709,200,2018-06-19
709,153,2018-06-17
709,73,2017-07-18
709,37,2019-01-08
709,51,2018-11-26
710,151,2019-12-20
710,139,2020-02-27
710,4,2019-08-26
710,153,2018-02-24
710,145,2018-08-21
710,20,2019-01-12
710,130,2017-10-29
710,59,2020-04-10
710,160,2018-05-29
710,30,2018-11-16
710,92,2020-01-20
710,163,2017-07-22
710,51,2019-10-15
710,34,2017-06-12
710,154,2020-03-11
710,11,2019-07-24
710,159,2018-07-09
710,188,2020-03-15
710,51,2019-05-07
710,185,2018-03-02
710,1,2017-07-28
710,86,2020-01-23
710,106,2018-04-12
710,26,2019-03-20
710,63,2019-04-06
710,200,2019-11-05
710,10,2017-09-29
710,99,2018-07-27
712,186,2018-05-27
712,104,2019-10-29
712,63,2019-05-19
712,61,2018-08-10
712,99,2017-11-19
712,141,2020-02-09
712,21,2018-02-14
712,91,2019-08-21
712,199,2017-12-28
712,75,2019-06-29
712,110,2019-07-05
712,129,2020-03-29
712,156,2019-11-27
712,119,2019-04-26
713,142,2018-06-18
713,127,2017-04-10
713,165,2017-02-25
713,47,2017-08-16
713,131,2019-05-31
713,36,2019-09-14
713,151,2018-10-10
713,77,2017-02-21
713,117,2016-09-29
713,15,2018-07-23
713,30,2019-11-22
713,27,2017-10-12
713,77,2017-10-25
713,164,2018-09-22
713,110,2019-09-02
713,54,2018-10-01
713,50,2018-01-19
713,85,2020-03-31
713,152,2018-08-25
713,63,2019-05-02
713,156,2017-07-22
713,169,2018-05-17
713,175,2019-07-18
714,95,2019-07-14
714,199,2016-08-23
714,12,2020-02-15
714,86,2019-02-11
714,71,2019-04-17
714,126,2019-05-28
714,58,2018-10-14
714,197,2020-04-09
714,103,2019-01-15
714,194,2016-09-01
714,64,2019-11-03
714,80,2020-01-21
714,151,2019-04-17
714,5,2020-03-17
714,10,2018-04-21
715,82,2016-10-20
716,56,2020-03-07
716,124,2018-08-23
718,77,2020-04-14
718,41,2019-03-21
718,33,2016-07-29
718,177,2019-12-09
718,32,2018-06-03
718,87,2018-06-14
718,57,2018-05-28
718,6,2020-03-31
721,176,2017-02-24
721,163,2016-12-16
723,100,2016-09-09
723,119,2016-11-08
723,35,2017-07-02
723,190,2016-12-25
723,121,2019-01-27
723,5,2017-11-16
723,173,2019-03-16
723,26,2019-04-26
723,98,2019-12-14
723,176,2019-06-04
723,163,2020-04-06
723,165,2018-02-11
723,3,2017-06-24
723,166,2018-08-07
723,148,2018-05-24
723,166,2019-02-06
723,163,2019-11-02
723,20,2017-06-07
723,195,2019-01-15
723,40,2019-11-14
723,176,2017-12-31
724,125,2019-01-31
724,161,2017-09-09
724,46,2017-05-19
724,88,2017-07-03
724,147,2017-09-02
724,60,2018-03-24
724,24,2020-04-18
724,69,2020-03-14
724,12,2018-06-25
725,59,2020-03-29
727,163,2019-01-14
727,172,2019-01-03
727,126,2018-01-22
727,108,2019-08-15
727,193,2018-11-13
728,116,2019-12-19
728,8,2018-07-26
728,55,2018-01-11
728,72,2018-05-29
728,89,2019-11-23
728,29,2018-02-01
728,26,2019-07-25
728,177,2020-03-16
728,170,2020-03-01
728,91,2019-07-27
729,197,2018-04-05
729,86,2019-07-16
729,14,2019-03-30
729,134,2018-10-01
731,24,2018-04-12
731,50,2018-01-03
731,183,2018-01-22
731,163,2017-04-30
731,101,2019-12-31
731,154,2019-04-23
731,49,2020-03-11
731,171,2017-07-20
733,196,2017-03-24
736,110,2016-10-27
736,63,2017-08-27
736,165,2019-04-16
736,24,2017-06-24
736,53,2018-05-30
736,76,2017-02-28
736,160,2020-01-04
736,146,2018-05-22
736,46,2018-11-06
736,138,2017-09-19
736,82,2017-02-12
736,114,2018-04-23
736,126,2018-06-25
736,143,2017-09-09
736,1,2016-10-14
736,102,2017-04-11
736,36,2020-01-09
737,180,2018-08-11
737,107,2018-01-19
737,8,2018-08-01
737,98,2018-03-08
737,56,2019-05-15
737,8,2018-03-27
737,154,2019-10-26
737,121,2017-10-17
737,23,2018-04-17
741,113,2019-07-23
741,101,2019-10-02
741,50,2019-08-11
741,57,2018-05-02
741,68,2017-12-31
741,1,2019-11-21
741,182,2019-09-07
741,65,2020-04-09
741,24,2020-04-09
741,143,2018-04-02
741,153,2018-02-08
741,17,2019-07-13
741,77,2017-12-22
741,136,2018-11-30
741,123,2020-04-02
741,58,2019-07-30
741,19,2017-09-26
741,35,2019-01-06
741,86,2019-06-25
741,25,2019-09-18
741,62,2020-03-04
741,184,2017-10-09
741,147,2018-11-15
741,105,2016-07-26
744,21,2017-02-08
744,184,2019-11-14
744,25,2017-06-30
744,198,2018-05-05
744,69,2019-02-04
744,38,2017-08-02
744,31,2020-03-12
744,41,2018-08-26
744,84,2017-07-08
744,160,2020-03-16
744,184,2017-07-16
744,52,2017-09-12
744,139,2019-02-26
746,166,2019-05-07
746,52,2019-08-31
746,26,2017-09-21
746,196,2018-05-04
746,88,2017-08-19
746,20,2018-10-04
746,110,2019-08-18
746,103,2018-10-25
746,146,2019-01-15
746,40,2019-05-23
746,183,2018-05-02
748,69,2019-05-14
750,166,2018-02-05
750,108,2020-04-13
750,29,2018-05-13
750,142,2018-08-15
750,112,2019-08-14
750,99,2018-08-17
750,106,2019-11-14
750,71,2018-12-03
754,58,2019-05-13
754,54,2020-01-08
754,108,2019-10-09
754,30,2019-08-07
754,45,2018-05-03
754,109,2018-09-03
754,140,2018-01-08
754,12,2018-10-21
754,67,2019-05-28
754,111,2019-06-20
754,77,2017-07-09
754,173,2016-10-15
754,98,2020-02-24
754,24,2017-06-09
754,145,2018-06-02
754,2,2019-08-11
754,51,2018-07-11
754,24,2019-12-21
755,67,2018-12-17
755,152,2018-10-18
755,53,2019-07-16
755,9,2020-01-05
755,3,2019-11-11
755,19,2019-09-23
755,133,2018-10-31
755,94,2019-01-02
756,195,2018-11-11
756,146,2020-02-29
756,128,2019-09-27
756,82,2018-04-23
756,7,2017-12-30
756,75,2018-06-07
756,138,2018-10-03
756,3,2019-10-27
756,65,2019-10-15
756,98,2019-11-13
756,2,2019-06-23
756,161,2020-03-05
756,61,2019-11-16
756,200,2018-12-21
756,184,2019-05-02
756,16,2017-11-23
756,155,2019-06-19
757,72,2019-06-17
757,170,2019-03-02
757,64,2017-03-08
757,157,2018-12-24
757,37,2020-02-07
757,170,2020-02-18
758,76,2018-12-05
758,19,2018-07-28
758,93,2019-12-07
758,32,2020-01-11
758,54,2019-05-28
758,96,2018-02-09
758,145,2019-10-11
758,34,2018-02-04
760,184,2016-11-13
762,159,2017-11-03
762,72,2018-03-09
762,169,2020-02-27
762,104,2018-12-14
762,190,2018-11-23
762,139,2016-07-27
762,157,2019-03-28
762,116,2018-01-05
762,28,2018-03-15
762,53,2017-02-23
762,179,2017-10-20
762,52,2018-01-19
763,35,2019-06-21
763,7,2018-05-15
763,191,2017-07-05
763,42,2018-06-30
763,181,2017-12-16
766,101,2017-06-13
766,40,2019-11-20
766,59,2019-07-22
767,165,2017-06-01
767,44,2019-06-14
767,111,2017-06-28
767,16,2018-06-18
767,178,2019-03-17
767,3,2019-03-06
767,32,2016-08-20
767,95,2019-09-02
767,76,2016-10-15
767,194,2016-12-08
767,4,2019-06-01
767,60,2018-02-17
767,170,2018-11-10
767,121,2018-08-05
767,13,2019-07-09
768,162,2020-01-05
768,138,2017-06-02
768,67,2020-02-29
768,190,2019-10-29
768,49,2018-01-30
768,152,2019-10-12
768,152,2019-12-18
768,90,2019-06-06
768,49,2017-10-19
768,191,2019-11-05
768,89,2017-12-19
768,92,2019-04-06
769,165,2019-12-10
769,75,2020-01-13
769,95,2018-02-23
769,77,2018-06-23
769,9,2020-01-24
770,81,2020-03-19
770,200,2018-06-12
770,143,2019-12-30
770,123,2018-12-21
770,190,2019-06-07
770,71,2019-07-18
770,130,2019-01-11
770,123,2018-05-13
770,98,2018-11-10
770,9,2019-05-31
770,103,2020-03-11
770,162,2019-11-19
770,68,2019-07-03
770,174,2019-02-22
770,104,2019-09-20
773,137,2019-01-03
773,104,2017-05-09
773,130,2019-07-26
773,108,2019-10-16
773,151,2018-11-18
773,102,2017-01-27
773,69,2017-06-05
773,80,2017-03-02
773,141,2017-07-30
773,69,2018-09-29
773,105,2016-10-31
773,163,2018-08-12
773,118,2019-08-08
773,47,2018-04-28
773,61,2020-01-16
773,161,2017-08-21
773,168,2019-02-13
773,114,2017-09-14
773,15,2018-03-16
773,162,2018-01-25
773,73,2019-07-19
773,161,2017-03-08
773,86,2020-03-06
773,4,2018-09-13
773,4,2017-10-29
773,123,2019-03-31
773,18,2019-12-05
773,188,2018-03-31
773,193,2017-04-18
773,48,2017-07-27
773,137,2017-10-05
773,46,2017-12-27
773,32,2019-07-04
773,36,2017-09-12
773,164,2018-03-19
774,155,2018-03-28
774,53,2018-12-22
774,119,2019-01-22
774,64,2017-12-30
774,190,2018-11-15
774,23,2019-12-12
774,104,2019-03-10
774,60,2018-11-05
774,115,2020-01-08
774,151,2019-02-10
774,154,2019-03-31
774,5,2018-07-13
774,154,2018-07-29
774,168,2017-01-12
774,66,2020-03-23
774,77,2018-01-05
776,108,2019-05-13
776,58,2019-07-20
776,57,2019-10-03
777,80,2017-01-26
777,44,2017-07-26
777,179,2017-01-16
777,35,2019-01-27
777,72,2019-02-12
777,70,2019-03-22
777,79,2018-04-13
777,18,2019-11-21
777,108,2019-04-22
777,69,2019-04-07
777,38,2018-07-14
777,116,2019-12-10
777,186,2019-03-24
777,18,2018-02-07
777,82,2018-12-18
777,39,2019-06-20
777,125,2019-09-06
778,37,2020-01-06
778,156,2018-12-15
778,81,2017-03-18
778,2,2020-03-09
778,41,2019-01-24
778,50,2019-07-01
778,166,2018-02-11
778,87,2019-03-06
778,13,2016-09-18
778,62,2019-06-21
778,105,2017-11-13
778,147,2019-03-14
778,56,2019-05-30
780,9,2020-03-24
780,110,2018-07-21
780,160,2019-05-06
780,149,2019-10-06
780,91,2019-11-02
780,17,2019-07-03
780,127,2017-11-06
780,132,2020-04-06
780,166,2019-10-10
780,178,2018-06-01
782,20,2019-07-02
782,77,2017-02-23
782,126,2020-01-09
782,31,2019-06-04
782,105,2019-10-14
782,137,2019-03-12
782,70,2018-06-07
782,121,2018-08-15
782,4,2018-11-25
782,45,2016-10-14
782,137,2019-04-25
782,137,2018-06-29
783,150,2019-02-06
783,36,2016-05-06
783,36,2017-04-04
784,156,2019-06-25
784,106,2018-04-17
784,152,2017-09-06
784,119,2018-11-17
784,22,2016-12-10
784,198,2017-11-14
784,122,2017-09-20
784,18,2019-12-14
784,52,2019-02-27
784,190,2017-09-08
784,97,2018-03-28
784,182,2019-12-25
784,81,2019-07-12
784,94,2020-04-15
784,98,2019-02-03
784,79,2020-01-13
785,174,2018-03-12
785,166,2018-07-22
785,133,2018-11-04
785,48,2019-03-23
785,3,2020-03-10
785,149,2017-07-06
785,71,2019-02-25
785,110,2020-02-01
785,136,2018-01-23
785,27,2018-03-14
785,46,2019-08-10
785,142,2019-02-09
785,66,2018-03-03
785,53,2018-11-14
785,92,2018-05-14
785,155,2019-11-10
787,168,2017-09-09
788,11,2020-01-18
788,166,2019-05-07
788,144,2019-04-14
788,59,2018-11-03
